,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,price_action,returns,close_shift,MACD_Signal,MACD_Entry_Exit
1,2019-09-24 00:00:00.000,9637.93,9665.05,7996.45,8519.67,202.350799,2019-09-24 23:59:59.999,1739432.08920509,2345.0,125.935464,1075623.60280331,-75.44922276509638,202.350799,-0.372863478365096,0.0,0.0,0.0,-142.69271459094634,8727.056666666665,50.0,1000.0,8519.67,8519.67,8519.67,0.0,0.0,0.0,0.0,8727.056666666665,10395.656666666664,7058.456666666668,38.239696698046686,0.43785608693915073,0.0,0.0,7996.45,9665.05,8830.75,19.585265626485526,0.31356826081745204,0.0,0.0,0.0,0.0,0.0,8519.67,8519.67,8519.67,8519.67,0.0,0.0,0.0,-69.44895142878022,1.0,19634.128207282898,-697.3882551379477,-697.3882551379477,0.0,8830.75,8830.75,8830.75,8830.75,0.0,0.0,0.0,0.0,0.0,27916.07922268908,27791.89208216609,4.0,4.0,0.0,7310.24,9665.05,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.356826081745204,31.356826081745204,-68.64317391825479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8519.67,-69.73882551379475,0.0,0.0,8954.775,,0.0,0.0,
2,2019-09-25 00:00:00.000,8528.12,8724.77,8247.78,8435.28,55.417971,2019-09-25 23:59:59.999,469361.69055629,763.0,29.059427,246049.20514584,-87.29869311518756,146.932828,-0.33867055778396876,-4676.722572689968,-296494309129.4328,-296494309129.4328,-141.66600300192525,8671.636281317502,0.0,990.0946867660367,8477.475,8561.865,8393.085000000001,1.9909230047861992,0.25,0.0,0.0,8598.166666666666,9670.961666666666,7525.371666666668,24.954040590048248,0.4240830416497717,0.0,0.0,7996.45,9665.05,8830.75,19.682747516212075,0.2629929282032848,0.0,0.0,-6.731965811964983,-1.3463931623929968,-5.385572649571986,8477.475,8477.475,8506.686923076924,8513.41888888889,0.03529650394811014,0.06868502327347589,-0.033388519325365754,-0.0019346314910007685,1.88237805376105,19676.323207282898,-698.886987198515,-698.1376211682314,-0.7493660302836815,8830.75,8830.75,8830.75,8830.75,0.0,0.0,0.0,0.0,-66.66666666666667,27916.07922268908,27791.89208216609,4.0,8.0,-4.0,7310.24,9665.05,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,8.73885504686357,26.29929282032848,28.828059451036843,-73.70070717967151,0.0,0.0,-0.07907476302794249,-0.0158149526055885,-0.06325981042235398,-6.12175689100092,-1.224351378200184,-4.897405512800736,8474.848147464654,-0.9905313233963264,-0.9954697229003884,-0.9905313233963264,8483.9875,-0.009905313233963264,8519.67,1.0,1.0
3,2019-09-26 00:00:00.000,8434.45,8453.2,7761.87,8064.41,41.880079,2019-09-26 23:59:59.999,340923.6660137,1023.0,19.808849,161115.44149782,-92.52363173169492,105.052749,-0.308773526213995,-6227.485762124263,-625200167841.1362,-460847238485.28455,-2.390254155099672,8590.786204829463,0.0,946.563657982058,8339.786666666667,8735.276740485075,7944.29659284826,9.484417039086708,0.15185388345156167,0.0,0.0,8429.83111111111,9375.471111111112,7484.191111111111,22.43556217285493,0.30678635045518826,0.0,0.0,7761.87,9665.05,8713.46,22.82048781423665,0.15896552086507848,0.0,0.0,-41.51465166678645,-9.380044863271687,-32.134606803514764,8339.786666666667,8339.786666666667,8438.64431952663,8480.158971193416,0.04378479449854334,0.11161057073874717,-0.06782577624020383,-0.01358082446217055,2.7080607002257935,19814.01154061623,-703.7775647440242,-700.0176023601622,-3.759962383861989,8713.46,8713.46,8713.46,8713.46,0.0,0.0,0.0,0.0,-100.0,27916.07922268908,27791.89208216609,4.0,12.0,-8.0,7310.24,9665.05,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,17.273662986619293,15.896552086507848,24.517556996193843,-84.10344791349215,0.0,0.0,-0.4895503941354071,-0.11056204091155222,-0.3789883532238548,-12.113295848161346,-3.4021402721924168,-8.71115557596893,8261.17287129271,-4.396653104579817,-4.496235717722996,-5.343634201794201,8178.4825,-0.043966531045798174,8435.28,1.0,0.0
4,2019-09-27 00:00:00.000,8078.75,8259.96,7858.58,8178.73,47.142904,2019-09-27 23:59:59.999,379917.99846542,990.0,23.903742,192755.96772991,-64.46198784390772,152.195653,-0.1858809711772694,-4567.933969637942,-41093365185.98913,-320929280718.8527,-1.173030277462912,8523.944975818345,32.08237951908528,946.563657982058,8299.5225,8669.338313987178,7929.70668601282,8.911737126736615,0.33668559397491427,0.0,0.0,8347.145833333332,9156.720833333333,7537.570833333333,19.397648397780674,0.3959850332993648,0.0,0.0,7761.87,9665.05,8713.46,22.931198752699324,0.21903340724471665,0.0,0.0,-59.17339811524653,-19.338715513666656,-39.83468260157987,8299.5225,8299.5225,8398.657501137917,8457.830899253164,0.06590080651268823,0.13691643575416065,-0.07101562924147242,-0.028589030003735777,3.4637846572180284,19854.275707282897,-705.207715175956,-701.3151305641107,-3.8925846118452228,8713.46,8713.46,8713.46,8713.46,0.0,0.0,0.0,0.0,-65.8792154258997,27916.07922268908,27791.89208216609,4.0,12.0,-8.0,7310.24,9626.9864,0.0,0.0,21.510388561748456,0.0,0.0,0.0,-97.2182943156127,25.01899144612914,21.903340724471665,21.366395210435996,-78.09665927552834,0.0,0.0,-0.6996285314769252,-0.2283753390246268,-0.47125319245229835,-17.07646747099161,-6.137005711952256,-10.939461759039354,8218.918672865606,1.4175866554403838,1.407632854686014,-4.001798191714001,8094.005,0.014175866554403838,8064.41,1.0,0.0
5,2019-09-28 00:00:00.000,8199.4,8320.51,8020.0,8208.07,21.24093,2019-09-28 23:59:59.999,173568.97742342,496.0,10.324052,84656.05711014,-59.11623716705843,173.43658299999998,-0.160627683077425,-3826.3421330896645,157018088897.2385,-201442438314.82993,0.7444902518605603,8504.259327151622,40.737491560937606,949.9593169321876,8281.232,8619.99986633918,7942.46413366082,8.18158134777965,0.3920175033266743,0.0,0.0,8314.288666666665,9022.050666666666,7606.526666666667,17.025196703538395,0.42496159255041477,0.0,0.0,7761.87,9665.05,8713.46,22.981846179409047,0.2344497104845574,0.0,0.0,-69.99374478437858,-29.469721367809043,-40.524023416569534,8281.232,8281.232,8369.3363471167,8439.330091901078,0.08597230715176923,0.14594218613559798,-0.059969878983828745,-0.04448476084815517,4.158669656764145,19872.566207282896,-705.8573788506524,-702.2235802214191,-3.633798629233297,8713.46,8713.46,8713.46,8713.46,0.0,0.0,0.0,0.0,-38.58132327580425,27916.07922268908,27791.89208216609,4.0,12.0,-8.0,7310.24,9589.684072,0.0,0.0,25.914937925825456,0.0,0.0,0.0,-94.42862228574225,28.208917687019067,23.44497104845574,20.414954619811752,-76.55502895154426,0.0,0.0,-0.8293756023543748,-0.3485753916905764,-0.4808002106637984,-22.919047194832505,-9.493414008528305,-13.4256331863042,8213.519925405664,0.35873540268476223,0.358093481978905,-3.6574186558869126,8186.995,0.0035873540268476223,8178.73,1.0,0.0
6,2019-09-29 00:00:00.000,8210.66,8220.38,7916.9,8047.12,61.639171,2019-09-29 23:59:59.999,494973.45560305,948.0,34.510545,277140.21139692,-67.85799912778054,111.79741199999998,-0.15792982131843464,-4696.982481569711,-50030069677.60836,-171159964587.38562,-1.132468414053792,8440.737892682291,29.859201677676467,949.9593169321876,8242.213333333333,8597.298557407154,7887.128109259512,8.616259000183305,0.22528660712058576,0.0,0.0,8272.151666666667,8912.533333333333,7631.77,15.482831854912385,0.3242987905650014,0.0,0.0,7761.87,9665.05,8713.46,23.09064231937699,0.14988072594289562,0.0,0.0,-90.51289109456047,-41.67835531315933,-48.834535781401144,8242.213333333333,8242.213333333333,8319.764601406438,8410.277492500998,0.09377709986260427,0.1620327709985258,-0.06825567113592154,-0.06391003897750666,4.81134825793673,19911.584873949563,-707.2432901362056,-703.0601985405501,-4.183091595655469,8713.46,8713.46,8713.46,8713.46,0.0,0.0,0.0,0.0,-64.62432710151388,27916.07922268908,27791.89208216609,4.0,24.0,-20.0,7310.24,9553.12779056,0.0,0.0,19.46272708747857,0.0,0.0,0.0,-92.40890483904653,29.369985087018414,14.988072594289562,20.112128122405654,-85.01192740571044,-108.72583333333296,0.0,-1.0762176536418218,-0.4941038440808255,-0.5821138095609962,-25.44277979094805,-12.683287165012255,-12.759492625935797,8128.693540768616,-1.9608750900028893,-1.9803553214638114,-5.546576334529396,8098.765,-0.019608750900028893,8208.07,1.0,0.0
7,2019-09-30 00:00:00.000,8058.25,8322.99,7744.23,8292.35,112.009925,2019-09-30 23:59:59.999,891845.06773714,1962.0,62.270537,496178.56895482,32.292142535430685,223.80733699999996,0.05961459991333897,-101.95728309545984,-18100148535.944344,-145649995245.47873,2.2047520495611,8374.385500090704,52.886597698347444,949.9593169321876,8249.375714285716,8579.988013747037,7918.763414824395,8.01545016039914,0.5649919645825394,0.0,0.0,8250.395238095238,8881.97380952381,7618.816666666667,15.310262192345192,0.5332142062782975,0.0,0.0,7744.23,9665.05,8704.64,23.28442862256416,0.2853572953217901,0.0,0.0,-85.99515226527728,-50.54171470358292,-35.453437561694365,8249.375714285716,8249.375714285716,8315.546970420832,8401.542122686109,0.10913365440317106,0.17872309319155755,-0.06958943878838648,-0.0791325834715986,5.477313732969195,19904.422492997182,-706.9888881937164,-703.621439919574,-3.3674482741424754,8704.64,8704.64,8704.64,8704.64,0.0,0.0,0.0,0.0,-43.79169405192242,27916.07922268908,27791.89208216609,4.0,24.0,-20.0,7310.24,9517.3026347488,0.0,0.0,42.82182119624116,0.0,0.0,0.0,-85.55395186344448,37.92311781137966,28.535729532179012,22.322924391641436,-71.46427046782098,-163.04300000000148,0.0,-1.0235639006447455,-0.5999958553936096,-0.4235680452511359,-24.10713189532842,-14.968056111075489,-9.13907578425293,8193.17894438545,3.0474256628458374,3.0019139598643108,-2.6681784623113325,8104.455,0.030474256628458374,8047.12,1.0,0.0
8,2019-10-01 00:00:00.000,8281.4,8498.23,8180.16,8295.63,49.861058,2019-10-01 23:59:59.999,416570.11959138,2161.0,29.278799,244782.44224321,18.633532847185784,273.668395,0.03149988755114585,-64.02848976183103,194936539353.0156,-96994776017.1224,3.43314150611769,8370.195268927453,59.025756776088635,950.3350688673489,8255.1575,8565.926617312194,7944.3883826878055,7.5290899613288875,0.5651166698126914,0.0,0.0,8259.68,8852.07,7667.29,14.34413924026112,0.5303431860767395,0.0,0.0,7744.23,9665.05,8704.64,23.268120565840203,0.2870648993658957,0.0,0.0,-81.21395913959714,-56.67616359078576,-24.537795548811374,8255.1575,8255.1575,8312.482821125319,8393.696780264916,0.14010024385189443,0.18242483391874154,-0.042324590066847106,-0.09066586699222397,6.117973274687307,19898.640707282895,-706.7835238705187,-704.016700413442,-2.7668234570767254,8704.64,8704.64,8704.64,8704.64,0.0,0.0,0.0,0.0,23.35894095272277,27916.07922268908,27791.89208216609,4.0,24.0,-20.0,7310.24,9446.379729358847,0.0,0.0,43.05970436949107,0.0,0.0,0.0,-80.3234914942623,49.556876110549176,28.706489936589566,24.076764021019383,-71.29351006341042,-127.74724999999944,0.0,-0.967558886932224,-0.6735084617013325,-0.29405042523089153,-27.044239894109545,-17.3832928676823,-9.660947026427245,8232.29947264408,0.03955452917445701,0.03954670843278052,-2.62967931856517,8313.855,0.0003955452917445701,8292.35,1.0,0.0
9,2019-10-02 00:00:00.000,8305.0,8367.97,8154.37,8363.74,31.814659,2019-10-02 23:59:59.999,262180.72939107,1234.0,15.117694,124692.67064253,49.188116869938725,305.483054,0.07890835866348311,254.67506941700464,-52385097071.13309,-91418566148.87375,0.2809316934212406,8366.375857791183,54.50957863197485,958.1376494477937,8267.222222222223,8568.061810453084,7966.382633991362,7.2778880292392945,0.660414023874594,0.0,0.0,8263.644444444444,8813.946666666665,7713.3422222222225,13.318632618376586,0.590945985236396,0.0,0.0,7744.23,9665.05,8704.64,23.23416437067401,0.3225237138305517,0.0,0.0,-71.10921855235756,-59.56277458310012,-11.546443969257439,8267.222222222223,8267.222222222223,8320.368540952193,8391.47775950455,0.14683551258664812,0.19543144480074384,-0.04859593221409572,-0.0974957063170873,6.72510864702487,19886.575985060674,-706.3549947557827,-704.2765108959243,-2.0784838598584656,8704.64,8704.64,8704.64,8704.64,0.0,0.0,0.0,0.0,12.489899505550152,27916.07922268908,27791.89208216609,4.0,24.0,-20.0,7310.24,9378.293740184494,0.0,0.0,47.90633617257089,0.0,0.0,0.0,-74.9273205112804,54.24412456315628,32.25237138305517,29.831530283941248,-67.74762861694482,-87.28155555555713,0.0,-0.8473980458545121,-0.7082863785319684,-0.13911166732254365,-30.844358441159255,-20.075505982377692,-10.768852458781563,8277.94170371795,0.8210346893484877,0.8176825352757433,-1.830235208640718,8297.77,0.008210346893484877,8295.63,1.0,0.0
10,2019-10-03 00:00:00.000,8369.31,8386.65,8078.48,8222.19,40.654746,2019-10-03 23:59:59.999,333596.316655,1701.0,23.550515,193367.76476174,46.450712257225206,264.828308,0.06995460221835069,-603.8041256854203,-21683084307.0573,-83670179277.5608,-0.4268415685426181,8357.971428255389,49.690092460092565,958.1376494477937,8262.719000000001,8549.396617605562,7976.04138239444,6.939062495180119,0.4293125840473458,0.0,0.0,8260.190666666665,8786.279666666665,7734.1016666666665,12.737938414012387,0.46388380419789665,0.0,0.0,7744.23,9665.05,8704.64,23.246827103765717,0.2488312283295681,526.0889999999998,0.0,-73.67377543070506,-62.38497475262111,-11.288800678083952,8262.719000000001,8262.719000000001,8305.264150036472,8378.937925467177,0.15471056729080018,0.2050848083448441,-0.05037424105404392,-0.10394870552497841,7.3290960118117265,19891.079207282895,-706.514945544272,-705.2905876077381,-1.22435793653392,8234.5,8704.64,8469.57,8704.64,0.0,0.0,0.0,0.0,-13.359050924612264,27916.07922268908,27791.89208216609,4.0,24.0,-20.0,7310.24,9312.931190577114,0.0,0.0,40.24038403084965,0.0,0.0,0.0,-71.13119121302898,56.492871811054,24.88312283295681,28.613994717533846,-75.1168771670432,-71.89049999999952,0.0,-0.8792734363955477,-0.7424837901046843,-0.13678964629086332,-33.37142576363046,-22.734689938628247,-10.636735825002216,8256.23481985596,-1.6924246808246002,-1.7069098536893534,-3.491684537077133,8264.1575,-0.016924246808246002,8363.74,1.0,0.0
